row,contract_status,level,category,contract_code,contract_name,planning_code,planning_name,dev_rr,zerost_rr,opinion,client_feedback,extra_opinion,extracted_codes
844,,2,[기획] D06-시설관리,,,FAC-05-08,시간 종료 알림,Z,,,,,FAC-05-08
845,,2,[기획] D06-시설관리,,,FAC-05-09,대기열,Z,,,,,FAC-05-09
846,,1,[기획] D11-통합운영,,,IoT-03,IoT 연동 관리,"Z: 관리 기능 개발
P: API 제공",,,,,IOT-03
847,,2,[기획] D11-통합운영,,,IoT-03-01,게이트 관리,,,,,,IOT-03-01
848,,2,[기획] D11-통합운영,,,IoT-03-02,IoT 기기,"Z: 관리 기능 개발
P: API 제공",,,,,IOT-03-02
849,,2,[기획] D11-통합운영,,,IoT-03-03,출입 로그,,,,,,IOT-03-03
850,,2,[기획] D11-통합운영,,,IoT-03-04,출입 규칙,,,,,,IOT-03-04
851,,2,[기획] D11-통합운영,,,IoT-03-05,자동 전원,"Z: 관리 기능 개발
P: API 제공",,,,,IOT-03-05
852,,2,[기획] D11-통합운영,,,IoT-03-06,기기 등록·삭제,"Z: 관리 기능 개발
P: API 제공",,,,,IOT-03-06
853,,2,[기획] D11-통합운영,,,IoT-03-07,원격 제어,"Z: 관리 기능 개발
P: API 제공",,,,,IOT-03-07
854,,2,[기획] D11-통합운영,,,IoT-03-08,"외부 연동(인바디.키오스크,heart beat)","Z: 관리 기능 개발
P: API 제공",,,,,IOT-03-08
855,4,1,[기획] D09-설정관리,,,SET-EXT-04,공지사항 관리 (게시 대상·기간·중요 표시),Z,,,,,SET-EXT-04
856,,2,[기획] D09-설정관리,,,SET-EXT-04-01,공지 목록,Z,,,,,SET-EXT-04-01
857,,2,[기획] D09-설정관리,,,SET-EXT-04-02,상태 필터,Z,,,,,SET-EXT-04-02
858,,2,[기획] D09-설정관리,,,SET-EXT-04-03,검색,Z,,,,,SET-EXT-04-03
859,,2,[기획] D09-설정관리,,,SET-EXT-04-04,공지 등록,Z,,,,,SET-EXT-04-04
860,,2,[기획] D09-설정관리,,,SET-EXT-04-05,공지 수정,Z,,,,,SET-EXT-04-05
861,,2,[기획] D09-설정관리,,,SET-EXT-04-06,공지 삭제,Z,,,,,SET-EXT-04-06
862,,2,[기획] D09-설정관리,,,SET-EXT-04-07,미리보기,Z,,,,,SET-EXT-04-07
863,,2,[기획] D09-설정관리,,,SET-EXT-04-08,자동 게시 처리,Z,,,,,SET-EXT-04-08
864,,1,[기획],,,,커뮤니티 운영(기획 진행중),Z,,,,,
865,5,1,[기획] D09-설정관리,,,IoT-01,키오스크 설정 (출석 방식 + 화면 + 기능),"Z: 관리 기능 개발
P: API 제공",,,,,IOT-01
866,,2,[기획] D09-설정관리,,,IoT-01-01,출석 방식,Z,,,,,IOT-01-01
867,,2,[기획] D09-설정관리,,,IoT-01-02,화면 구성,Z,,,,,IOT-01-02
868,,2,[기획] D09-설정관리,,,IoT-01-03,기능 표시,Z,,,,,IOT-01-03
869,,2,[기획] D09-설정관리,,,IoT-01-04,미리보기,Z,,,,,IOT-01-04
870,,2,[기획] D09-설정관리,,,IoT-01-05,저장,Z,,,,,IOT-01-05
871,,2,[기획] D09-설정관리,,,IoT-01-06,키오스크 연결,Z / P,,,,,IOT-01-06
872,,2,[기획] D09-설정관리,,,IoT-01-07,실패 로그,Z / P,,,,,IOT-01-07
873,,2,[기획] D09-설정관리,,,IoT-01-08,외부 연동,Z / P,,,,,IOT-01-08
874,,1,[기획] D11-통합운영,,,IoT-06,키오스크 운영 현황,"Z: 관리 기능 개발
P: API 제공",,,,,IOT-06
875,,2,[기획] D11-통합운영,,,IoT-06-01,요약 카드,Z,,,,,IOT-06-01
876,,2,[기획] D11-통합운영,,,IoT-06-02,키오스크 카드 그리드,Z,,,,,IOT-06-02
877,,2,[기획] D11-통합운영,,,IoT-06-03,장애 알림,Z,,,,,IOT-06-03
878,,2,[기획] D11-통합운영,,,IoT-06-04,운영 안내,Z,,,,,IOT-06-04
879,,2,[기획] D11-통합운영,,,IoT-06-05,운영 시간,Z,,,,,IOT-06-05
880,,2,[기획] D11-통합운영,,,IoT-06-06,외부 연동,Z / P,,,,,IOT-06-06
881,"개발 미진행 항목

* 기획만 진행 / 개발은 추후 개발",,,"개발 미진행 항목

* 기획만 진행 / 개발은 추후 개발",,,,,,,,,
882,,1,[기획] D03-매출관리,,,PAY-06,결제링크 발송 (현장 확정 + 회원 자가 결제),,,,,,PAY-06
883,,2,[기획] D03-매출관리,,,PAY-06-01,회원 정보 영역,,,,,,PAY-06-01
884,,2,[기획] D03-매출관리,,,PAY-06-02,결제 요약 영역,,,,,,PAY-06-02
